,time,object_1,object_2,object_3,object_4,object_5
275,9.1667,"[404.066666666667, 529.875000009335, 532.181818340102, 373.35000021375]","[225.266666666667, 141.208333317776, 189.045454497969, 270.0]","[24.1333333333333, 26.9166666728896, 20.0454544979694, 22.3000000225]","[20.2666666666667, 21.9583333364447, 20.7272726639591, 19.3000000225]","[nan, nan, nan, nan]"
276,9.2,"[404.6, 529.937500009538, 532.63636381726, 372.400000244286]","[224.9, 141.104166650771, 188.909090854822, 270.0]","[24.2, 26.9583333396916, 19.9090908548221, 22.2000000257143]","[20.4, 21.9791666698457, 20.5454544730962, 19.2000000257143]","[nan, nan, nan, nan]"
277,9.2333,"[405.133333333333, 530.0, 533.090909294417, 371.450000274822]","[224.533333333333, 141.0, 188.772727211675, 270.0]","[24.2666666666667, 27.0, 19.7727272116749, 22.1000000289286]","[20.5333333333333, 22.0, 20.3636362822332, 19.1000000289286]","[nan, nan, nan, nan]"
278,9.2667,"[405.666666666667, 530.042553190722, 533.545454771575, 370.500000305357]","[224.166666666667, 140.872340427834, 188.636363568528, 270.0]","[24.3333333333333, 26.8723404278336, 19.6363635685277, 22.0000000321428]","[20.6666666666667, 21.9574468092779, 20.1818180913702, 19.0000000321428]","[nan, nan, nan, nan]"
279,9.3,"[406.2, 530.085106381444, 534.000000248732, 369.550000335893]","[223.8, 140.744680855667, 188.49999992538, 270.0]","[24.4, 26.7446808556672, 19.4999999253804, 21.9000000353571]","[20.8, 21.9148936185557, 19.9999999005072, 18.9000000353571]","[nan, nan, nan, nan]"
280,9.3333,"[406.733333333334, 530.127659572167, 534.45454572589, 368.600000366429]","[223.433333333333, 140.617021283501, 188.363636282233, 270.0]","[24.4666666666667, 26.6170212835008, 19.3636362822332, 21.8000000385714]","[20.9333333333333, 21.8723404278336, 19.8181817096442, 18.8000000385714]","[nan, nan, nan, nan]"
281,9.3667,"[407.266666666667, 530.170212762889, 534.909091203047, 367.650000396964]","[223.066666666667, 140.489361711334, 188.227272639086, 270.0]","[24.5333333333333, 26.4893617113344, 19.227272639086, 21.7000000417857]","[21.0666666666667, 21.8297872371115, 19.6363635187813, 18.7000000417857]","[nan, nan, nan, nan]"
282,9.4,"[407.8, 530.212765953611, 535.363636680205, 366.7000004275]","[222.7, 140.361702139168, 188.090908995939, 270.0]","[24.6, 26.361702139168, 19.0909089959387, 21.600000045]","[21.2, 21.7872340463893, 19.4545453279183, 18.600000045]","[nan, nan, nan, nan]"
283,9.4333,"[408.333333333334, 530.255319144333, 535.818182157362, 365.750000458036]","[222.333333333333, 140.234042567002, 187.954545352791, 270.0]","[24.6666666666667, 26.2340425670016, 18.9545453527915, 21.5000000482143]","[21.3333333333333, 21.7446808556672, 19.2727271370553, 18.5000000482143]","[nan, nan, nan, nan]"
284,9.4667,"[408.866666666667, 530.297872335055, 536.272727634519, 364.800000488572]","[221.966666666667, 140.106382994835, 187.818181709644, 270.0]","[24.7333333333333, 26.1063829948352, 18.8181817096443, 21.4000000514285]","[21.4666666666667, 21.7021276649451, 19.0909089461923, 18.4000000514285]","[nan, nan, nan, nan]"
285,9.5,"[409.4, 530.340425525777, 536.727273111677, 363.850000519107]","[221.6, 139.978723422669, 187.681818066497, 270.0]","[24.8, 25.9787234226688, 18.681818066497, 21.3000000546428]","[21.6, 21.6595744742229, 18.9090907553293, 18.3000000546428]","[nan, nan, nan, nan]"
286,9.5333,"[409.933333333334, 530.3829787165, 537.181818588834, 362.900000549643]","[221.233333333333, 139.851063850502, 187.54545442335, 270.0]","[24.8666666666667, 25.8510638505024, 18.5454544233498, 21.2000000578571]","[21.7333333333333, 21.6170212835008, 18.7272725644664, 18.2000000578571]","[nan, nan, nan, nan]"
287,9.5667,"[410.466666666667, 530.425531907222, 537.636364065992, 361.950000580179]","[220.866666666667, 139.723404278336, 187.409090780203, 270.0]","[24.9333333333333, 25.723404278336, 18.4090907802025, 21.1000000610714]","[21.8666666666667, 21.5744680927787, 18.5454543736034, 18.1000000610714]","[nan, nan, nan, nan]"
288,9.6,"[411.0, 530.468085097944, 538.090909543149, 361.0]","[220.5, 139.59574470617, 187.272727137055, 270.0]","[25.0, 25.5957447061696, 18.2727271370553, 21.0]","[22.0, 21.5319149020565, 18.3636361827404, 18.0]","[nan, nan, nan, nan]"
289,9.6333,"[411.533333333334, 530.510638288666, 538.545455020307, 359.894736764197]","[220.133333333333, 139.468085134003, 187.136363493908, 270.210526330629]","[25.0666666666667, 25.4680851340031, 18.1363634939081, 21.1578947479719]","[22.1333333333333, 21.4893617113344, 18.1818179918774, 18.2105263306292]","[nan, nan, nan, nan]"
290,9.6667,"[412.066666666667, 530.553191479388, 539.0, 358.789473528393]","[219.766666666667, 139.340425561837, 187.0, 270.421052661258]","[25.1333333333333, 25.3404255618367, 18.0, 21.3157894959438]","[22.2666666666667, 21.4468085206122, 18.0, 18.4210526612584]","[nan, nan, nan, nan]"
291,9.7,"[412.6, 530.59574467011, 539.428571399799, 357.68421029259]","[219.4, 139.21276598967, 186.785714300101, 270.631578991888]","[25.2, 25.2127659896703, 17.7142857334676, 21.4736842439157]","[22.4, 21.4042553298901, 17.7857143001007, 18.6315789918876]","[nan, nan, nan, nan]"
292,9.7333,"[413.133333333334, 530.638297860833, 539.857142799597, 356.578947056787]","[219.033333333333, 139.085106417504, 186.571428600201, 270.842105322517]","[25.2666666666667, 25.0851064175039, 17.4285714669353, 21.6315789918876]","[22.5333333333333, 21.361702139168, 17.5714286002015, 18.8421053225168]","[nan, nan, nan, nan]"
293,9.7667,"[413.666666666667, 530.680851051555, 540.285714199396, 355.473683820983]","[218.666666666667, 138.957446845337, 186.357142900302, 271.052631653146]","[25.3333333333333, 24.9574468453375, 17.1428572004029, 21.7894737398595]","[22.6666666666667, 21.3191489484458, 17.3571429003022, 19.052631653146]","[nan, nan, nan, nan]"
294,9.8,"[414.200000000001, 530.723404242277, 540.714285599194, 354.36842058518]","[218.3, 138.829787273171, 186.142857200403, 271.263157983775]","[25.4, 24.8297872731711, 16.8571429338705, 21.9473684878314]","[22.8, 21.2765957577237, 17.1428572004029, 19.2631579837752]","[nan, nan, nan, nan]"
295,9.8333,"[414.733333333334, 530.765957432999, 541.142856998993, 353.263157349377]","[217.933333333333, 138.702127701005, 185.928571500504, 271.473684314404]","[25.4666666666667, 24.7021277010047, 16.5714286673382, 22.1052632358033]","[22.9333333333333, 21.2340425670016, 16.9285715005036, 19.4736843144044]","[nan, nan, nan, nan]"
296,9.8667,"[415.266666666667, 530.808510623721, 541.571428398791, 352.157894113574]","[217.566666666666, 138.574468128838, 185.714285800604, 271.684210645034]","[25.5333333333333, 24.5744681288383, 16.2857144008058, 22.2631579837752]","[23.0666666666667, 21.1914893762794, 16.7142858006044, 19.6842106450336]","[nan, nan, nan, nan]"
297,9.9,"[415.800000000001, 530.851063814443, 541.99999979859, 351.05263087777]","[217.2, 138.446808556672, 185.500000100705, 271.894736975663]","[25.6, 24.4468085566719, 16.0000001342734, 22.4210527317471]","[23.2, 21.1489361855573, 16.5000001007051, 19.8947369756628]","[nan, nan, nan, nan]"
298,9.9333,"[416.333333333334, 530.893617005166, 542.428571198388, 349.947367641967]","[216.833333333333, 138.319148984505, 185.285714400806, 272.105263306292]","[25.6666666666667, 24.3191489845055, 15.7142858677411, 22.5789474797191]","[23.3333333333333, 21.1063829948352, 16.2857144008058, 20.105263306292]","[nan, nan, nan, nan]"
299,9.9667,"[416.866666666667, 530.936170195888, 542.857142598187, 348.842104406164]","[216.466666666666, 138.191489412339, 185.071428700906, 272.315789636921]","[25.7333333333333, 24.1914894123391, 15.4285716012087, 22.736842227691]","[23.4666666666667, 21.063829804113, 16.0714287009065, 20.3157896369212]","[nan, nan, nan, nan]"
300,10.0,"[417.400000000001, 530.97872338661, 543.285713997986, 347.73684117036]","[216.1, 138.063829840173, 184.857143001007, 272.52631596755]","[25.8, 24.0638298401727, 15.1428573346763, 22.8947369756629]","[23.6, 21.0212766133909, 15.8571430010073, 20.5263159675504]","[nan, nan, nan, nan]"
301,10.033,"[417.933333333334, 531.021276577332, 543.714285397784, 346.631577934557]","[215.733333333333, 137.936170268006, 184.642857301108, 272.73684229818]","[25.8666666666667, 23.9361702680063, 14.857143068144, 23.0526317236348]","[23.7333333333333, 20.9787234226688, 15.642857301108, 20.7368422981796]","[nan, nan, nan, nan]"
302,10.067,"[418.466666666667, 531.063829768054, 544.142856797583, 345.526314698754]","[215.366666666666, 137.80851069584, 184.428571601209, 272.947368628809]","[25.9333333333333, 23.8085106958399, 14.5714288016116, 23.2105264716067]","[23.8666666666667, 20.9361702319466, 15.4285716012087, 20.9473686288089]","[nan, nan, nan, nan]"
303,10.1,"[419.0, 531.106382958777, 544.571428197381, 344.42105146295]","[215.0, 137.680851123673, 184.214285901309, 273.157894959438]","[26.0, 23.6808511236735, 14.2857145350792, 23.3684212195786]","[24.0, 20.8936170412245, 15.2142859013094, 21.1578949594381]","[nan, nan, nan, nan]"
304,10.133,"[531.148936149499, 545.0, 343.315788227147, 137.553191551507]","[184.0, 273.368421290067, 23.5531915515071, 14.0]","[23.5263159675505, 20.8510638505024, 15.0, 21.3684212900673]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
305,10.167,"[531.191489340221, 342.210524991344, 137.425531979341, 273.578947620696]","[23.4255319793407, 23.6842107155224, 20.8085106597802, 21.5789476206965]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
306,10.2,"[531.234042530943, 341.10526175554, 137.297872407174, 273.789473951325]","[23.2978724071743, 23.8421054634943, 20.7659574690581, 21.7894739513257]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
307,10.233,"[531.276595721665, 340.0, 137.170212835008, 274.0]","[23.1702128350079, 24.0, 20.723404278336, 22.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
308,10.267,"[531.319148912387, 338.882352986962, 137.042553262841, 274.470588216016]","[23.0425532628415, 24.2941176350099, 20.6808510876138, 21.8235294189941]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
309,10.3,"[531.36170210311, 337.764705973925, 136.914893690675, 274.941176432032]","[22.9148936906751, 24.5882352700198, 20.6382978968917, 21.6470588379881]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
310,10.333,"[531.404255293832, 336.647058960887, 136.787234118509, 275.411764648047]","[22.7872341185087, 24.8823529050297, 20.5957447061696, 21.4705882569822]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
311,10.367,"[531.446808484554, 335.52941194785, 136.659574546342, 275.882352864063]","[22.6595745463422, 25.1764705400395, 20.5531915154474, 21.2941176759763]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
312,10.4,"[531.489361675276, 334.411764934812, 136.531914974176, 276.352941080079]","[22.5319149741758, 25.4705881750494, 20.5106383247253, 21.1176470949703]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
313,10.433,"[531.531914865998, 333.294117921775, 136.404255402009, 276.823529296095]","[22.4042554020094, 25.7647058100593, 20.4680851340031, 20.9411765139644]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
314,10.467,"[531.57446805672, 332.176470908737, 136.276595829843, 277.294117512111]","[22.276595829843, 26.0588234450692, 20.425531943281, 20.7647059329585]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
315,10.5,"[531.617021247443, 331.058823895699, 136.148936257676, 277.764705728127]","[22.1489362576766, 26.3529410800791, 20.3829787525589, 20.5882353519525]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
316,10.533,"[531.659574438165, 329.941176882662, 136.02127668551, 278.235293944142]","[22.0212766855102, 26.647058715089, 20.3404255618367, 20.4117647709466]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
317,10.567,"[531.702127628887, 328.823529869624, 135.893617113344, 278.705882160158]","[21.8936171133438, 26.9411763500989, 20.2978723711146, 20.2352941899407]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
318,10.6,"[531.744680819609, 327.705882856587, 135.765957541177, 279.176470376174]","[21.7659575411774, 27.2352939851088, 20.2553191803925, 20.0588236089347]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
319,10.633,"[531.787234010331, 326.588235843549, 135.638297969011, 279.64705859219]","[21.638297969011, 27.5294116201186, 20.2127659896703, 19.8823530279288]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
320,10.667,"[531.829787201053, 325.470588830511, 135.510638396844, 280.117646808206]","[21.5106383968446, 27.8235292551285, 20.1702127989482, 19.7058824469229]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
321,10.7,"[531.872340391776, 324.352941817474, 135.382978824678, 280.588235024221]","[21.3829788246782, 28.1176468901384, 20.1276596082261, 19.5294118659169]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
322,10.733,"[531.914893582498, 323.235294804436, 135.255319252512, 281.058823240237]","[21.2553192525118, 28.4117645251483, 20.0851064175039, 19.352941284911]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
323,10.767,"[531.95744677322, 322.117647791399, 135.127659680345, 281.529411456253]","[21.1276596803454, 28.7058821601582, 20.0425532267818, 19.1764707039051]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
324,10.8,"[532.0, 321.0, 135.0, 282.0]","[21.0, 29.0, 20.0, 19.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
